563.5,337.5,2073.5,1145.5
448.58,303.62,1589.1,778.82
847.5,363.5,2125.5,1073.5
215.43,489.87,2177.3,1543.7
66.728,55.253,558.23,320.62
73.63,167.06,808.36,450.26
296.94,232.49,1130,609.94
122.81,384.22,1414.6,901.5
189.46,650.58,1852.3,1232.7
326.1,498.9,1684.5,1129.3
135.33,99.032,992.4,614.11
93.164,93.172,1269.7,675.83
5.3,154.58,948.02,617.3
112.65,29.384,526.05,256.22
167.48,170.55,848.47,537.97
140,147.58,849.98,563.39
81.567,94.1,555.7,301.03
59.167,110.83,673.83,438.17
30.774,40.638,242.32,148.73
159.17,151.5,673.17,448.17
75.125,80.422,721.09,347.43
139.8,94.4,706.8,385.4
48.643,122.05,587.8,387.93
313.48,282.88,1627.9,1042.7
605.94,905.46,2300.7,1619.7
31.555,71.097,750.54,448.48
33.978,130.57,517.57,354.55
28.333,250.93,661.2,528.87
42.196,75.172,542.23,264.04
145.8,230,1350.2,725.26
106.59,112.79,836.64,481.68
84.797,127.07,547.78,342.52
15.847,72.169,590.1,301.78
672.28,557.28,2696.3,1328.9
92.704,114.34,555.69,312.47
22.703,79.805,606.26,343.98
32.6,106.4,563.6,405.2
61.119,69.144,354.21,220.41
124.77,179.17,1162.6,707.17
274.69,574.42,1767.1,1160.1
55.75,94.25,578.75,355.25
256.34,342.33,1312.4,956.35
140.5,133.78,1812.4,1263.5
145.3,415.81,1301.8,919.17
117.66,42.011,505.26,356.27
76.509,119.7,835.51,477.66
77.833,298.63,1181.8,686.9
153.9,344.07,1413,910.3
99.857,119.23,507,340.65
30.708,166.9,989.17,620.53
53.737,252.31,1490.2,766.07
105.99,42.117,882.54,654.94
104.96,62.65,752.07,512.39
223.7,502.1,1148.5,1119.7
26.092,12.292,418.57,244.96
88.447,264.66,1477.9,833.19
84.21,80.31,588.37,309.85
23.136,38.493,385.28,229.76
15.716,140.98,599.18,399.32
22.322,91.578,592.75,299.5
195.61,201.3,657.14,485.92
112.81,85.322,908.77,508.23
182.57,61.986,629.42,392.8
551.54,284.02,1445,804.98
67.42,99.105,577.75,360.59
6.91,110.02,826.79,412.16
190.34,273.34,1325.6,896.96
39.6,134.6,759,386.6
304.67,234.22,1627,1035.8
67.923,178.48,830.48,415.3
198.16,186.93,974.6,598.4
109.55,225.54,1048.3,593.14
207.01,241.99,1691.8,1155.1
35.088,46.328,575.91,389.9
274.74,160.78,2239.4,1208.7
190.89,248.76,1273.5,938.75
52.553,164.77,879.43,602.53
89.7,117.7,884.9,528.9
121.46,76.179,549.08,368.77
354.47,325.99,1857.7,1229
19.737,22.316,592.88,402.08
152.62,220.16,1071.7,619.12
85.62,202.1,1210.7,801.14
105.81,38.468,715.99,447.72
95.7,125.78,1175.7,709.46
23.94,123.87,604.58,333.63
120.16,159.66,874.99,536.65
238.89,421.53,1521.2,999.47
185.22,435.81,1759.2,1166.8
67.923,78.61,775.55,431.71
20.656,44.619,716.81,364.55
131.5,347.26,1796.3,1049.3
483.83,163.8,1063.2,489.45
40.685,39.747,711.94,360.22
267.47,217.58,1016.4,563.18
103.92,133.39,571.37,338.89
35.368,96.997,709.44,391.27
62.013,128.53,603.35,386.74
390.74,594.37,1928.4,1259.9
329.55,1139.8,3026.6,2141.1
75.993,67.492,572.92,358.07
110.38,138.52,1483.6,812.78
27.145,136.82,563.72,381.56
26.75,100.25,570.25,355.75
78.497,218.88,1522.5,906.03
107.93,110.64,1291.8,872.43
203.97,295.17,1877.7,1189.1
37.017,61.577,597.17,344.82
81.088,78.6,551.39,352.38
108.37,23.974,1474.1,1022.7
144.66,191.06,1147.9,541.46
9.734,73.135,565.18,297.32
29.242,41.582,594.06,320.05
7.8633,137.92,723.08,398.52
215.7,109.46,1086.4,556.82
195.84,132.26,912.96,537.48
233.34,179.32,1048.7,612.02
61.833,212.23,1188.2,713.57
112.02,68.654,476.55,268.45
49.276,27.532,531.39,338.03
22.67,76.151,538.91,364.68
144.16,316.87,716.61,533.15
142.86,245.95,1428.6,665.79
30.47,28.33,602.71,340.21
9.7053,48.46,595.69,355.4
267.1,748.33,2769.9,2007.2
107.87,217,605.06,485.21
22.1,16.1,280.77,179.83
94.9,123.7,1182.9,644.23
60.002,220.3,1549.5,978.58
322.24,350.86,1702,1104.1
33.309,174.82,569.81,369.58
159.47,167.89,1126.2,683.57
44.78,70.747,561.38,342.99
38.4,129.8,767.4,413.6
27.583,56.219,412.55,214.47
124.17,301.17,1760.2,827.83
113.57,126.1,523.7,318.63
99.389,212.83,895.06,589.29
93.78,202.58,1216,618.26
372.77,505.03,2209.6,1311.4
499.32,406.57,1433.3,892.71
148.99,168.13,883.04,503.4
69.852,50.629,329.06,198.4
241.94,192.5,940.82,459.38
328.19,406.45,2394.4,1569
31.295,44.666,761.62,401.46
119.77,171.83,623.35,380.02
32.767,58.287,578.37,393.86
95.817,29.25,898.52,536.02
74.743,37.704,369.58,199.1
69.852,74.733,344.78,208.88
282.7,113.9,1515.1,781.1
27.233,40.149,411.5,235.08
150.24,170.52,676.76,412.43
317.54,282.02,1770.5,855.14
186.1,895.22,2264.8,1691.4
100.86,441.86,1563.9,941.54
172.5,402.9,1710.1,972.5
124.57,148.13,645.03,435.53
181.27,229.9,825.7,573.77
62.822,99.414,599.31,381.63
373.92,488.68,1419.1,1210.9
164.88,245.53,875.69,619.26
22.827,18.639,335.78,278.57
97.17,74.33,835.47,481.64
66.889,92.788,758,375.92
240.66,638.02,1641.9,1186.8
40.673,111.8,602.6,408.43
440.05,270.07,1655,867.57
52.244,39.961,558.71,339.45
104.17,155.5,858.17,460.17
524.02,733.94,1983.2,1655.5
162.93,72.638,1757.2,974.73
61.157,111.01,733.45,419.44
95.638,196.95,856.2,589.01
318.42,629.21,1590.7,1089.8
42.633,182.37,1251.2,686.9
68.42,88.1,444.26,285.38
58.936,88.824,588.31,387.02
417.94,226.26,1631.1,1134.7
257.46,355.76,1791.7,973.11
73.902,97.542,580.65,309.05
21.849,36.357,587.23,339.4
56.068,121.15,582.48,344.49
7.942,76.411,635.52,377.6
121.84,154.61,1138.7,686.07
192.31,153.44,1410.1,879
14.324,340.98,973.81,677.88
123.7,119.54,726.34,433.65
234.38,85.477,1057,592.21
20.427,81.627,575.99,363.71
523.14,95.848,2147.6,1012.8
21.15,209.91,896.63,542.73
22.016,107,618.42,387.59
26.9,106.4,539.3,392.6
225.38,35.78,1633.7,1022.2
62.444,93.804,533.91,397.84
192.87,214.65,893.97,647.49
52.588,77.132,584.89,404.53
